search URL:,https://patents.google.com/?q=fitness&q=wearables&country=US&after=priority:20110101&language=ENGLISH&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20150350914A1,Ground and air vehicle electromagnetic signature detection and localization ,"Bastille Networks, Inc.","Robert John BAXLEY, Christopher Jay Rouland",2014-06-02,2015-06-02,2015-12-03,,https://patents.google.com/patent/US20150350914A1/en
US20150351690A1,"Modular physiologic monitoring systems, kits, and methods ","Tricord Holdings, Llc","Landy Toth, Robert Schwartz, Chris Pulling, Roy Martin",2013-06-06,2014-06-06,2015-12-10,,https://patents.google.com/patent/US20150351690A1/en
US20170128778A1,Smart fitness and exercise equipment ,"Yang Sun, Daxiao Yu","Yang Sun, Daxiao Yu",2015-09-11,2016-09-12,2017-05-11,,https://patents.google.com/patent/US20170128778A1/en
US20160256082A1,Sensors and applications ,Apple Inc.,"Colin M. Ely, Erik de Jong, Fletcher R. Rothkopf, Stephen Brian Lynch",2013-10-21,2014-03-19,2016-09-08,,https://patents.google.com/patent/US20160256082A1/en
US20140180455A1,Wearable device assembly having athletic functionality and milestone tracking ,"Nike, Inc.","Aaron B. Weast, Jamian R. Cobbett",2011-11-01,2014-02-28,2014-06-26,,https://patents.google.com/patent/US20140180455A1/en
US20170119276A1,Wearable device and method for providing feedback information through vein authentication ,"Sk Planet Co., Ltd.","Daewoo Lee, Seulmaro JEON",2015-10-28,2016-10-20,2017-05-04,,https://patents.google.com/patent/US20170119276A1/en
US20140107495A1,Wearable Apparatus and Associated Methods ,Nokia Corporation,"Claudio Marinelli, Marc Bailey, Chris Bower",2012-10-17,2012-10-17,2014-04-17,,https://patents.google.com/patent/US20140107495A1/en
US9734248B2,Interest-based message-aggregation alteration ,International Business Machines Corporation,"Sivakumar Avkd, Prasad P. Purandare",2015-12-09,2015-12-09,2017-08-15,2017-08-15,https://patents.google.com/patent/US9734248B2/en
US20160169703A1,Method and System for Characterization Of On Foot Motion With Multiple Sensor Assemblies ,Invensense Inc.,"Medhat Omr, Jacques Georgy, Aboelmagd Noureldin",2014-12-12,2015-02-09,2016-06-16,,https://patents.google.com/patent/US20160169703A1/en
US9380855B2,System and method for generating and using a wearable device profile ,Intel Corporation,Glen J. Anderson,2014-12-08,2014-12-08,2016-07-05,2016-07-05,https://patents.google.com/patent/US9380855B2/en
US20170010098A1,Method and system for providing a plurality of navigation solutions ,"Trusted Positioning, Inc.","Jacques Georgy, Ardalan Heshmati, Christopher Goodall, Rahul Bakshi",2015-07-09,2015-10-14,2017-01-12,,https://patents.google.com/patent/US20170010098A1/en
US20160128626A1,Emergency medical services smart watch ,Zoll Medical Corporation,"Guy R. Johnson, Gary A. Freeman",2013-09-25,2016-01-05,2016-05-12,,https://patents.google.com/patent/US20160128626A1/en
US20170188950A1,Shoe insert for monitoring of biomechanics and motion ,Motion Metrix Corporation,"Bence Gazdag, Bruce White, Marc Boutillette, Robert Csakvari",2015-12-30,2016-12-29,2017-07-06,,https://patents.google.com/patent/US20170188950A1/en
US20160091867A1,Digital analog display with rotating bezel ,Intel Corporation,"Anna-Marie Mansour, E. Johnson Ii Charles, Rowland L. Brown, Aaren B. Esplin, Wendy March, Steven T. Holmes, Saurabh Dadu, MIchael R. Bynum, Min Liu",2014-09-26,2014-09-26,2016-03-31,,https://patents.google.com/patent/US20160091867A1/en
US20140278229A1,Use of gyroscopes in personal fitness tracking devices ,"Fitbit, Inc.","Jung Ook Hong, Shelten Gee Jao Yuen",2012-06-22,2014-05-30,2014-09-18,,https://patents.google.com/patent/US20140278229A1/en
US20170036054A1,Functional garments and methods thereof ,Ryan K. Crume,Ryan K. Crume,2015-08-07,2016-08-05,2017-02-09,,https://patents.google.com/patent/US20170036054A1/en
US20140322617A1,Printed biofuel cells ,The Regents Of The University Of California,"Joseph Wang, Joshua Ray Windmiller, Wenzhao Jia",2011-11-30,2012-11-30,2014-10-30,,https://patents.google.com/patent/US20140322617A1/en
US9292008B1,Watchband with integrated electronics ,MainTool,"Hussain Ahamed, Boris Kesler, Arjaldo Karaj, Ángel Sánchez, Gabriela de la Serna",2015-02-06,2015-02-06,2016-03-22,2016-03-22,https://patents.google.com/patent/US9292008B1/en
US20140378844A1,Systems and Methods for Optical Sensor Arrangements ,"Physical Enterprises, Inc.",Ming Shun Fei,2014-04-07,2014-08-26,2014-12-25,,https://patents.google.com/patent/US20140378844A1/en
US20170103166A1,Wearable device for providing service according to measurement of blood alcohol level and management server therefor ,"Sk Planet Co., Ltd.","Sungoh OH, Sunghyun YOON",2015-10-13,2016-10-11,2017-04-13,,https://patents.google.com/patent/US20170103166A1/en
US20150313539A1,Willpower Glasses (TM) -- A Wearable Food Consumption Monitor ,Medibotics Llc,Robert A. Connor,2014-01-28,2014-12-07,2015-11-05,,https://patents.google.com/patent/US20150313539A1/en
US20170223160A1,Wearable device with an antenna system ,"Logitech Europe, S.A.","Stephen Duddy, Ahmad Shamsoddini",2016-02-01,2016-02-01,2017-08-03,,https://patents.google.com/patent/US20170223160A1/en
US20140125493A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-08,2012-11-08,2014-05-08,,https://patents.google.com/patent/US20140125493A1/en
US20140129239A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-06,2012-11-06,2014-05-08,,https://patents.google.com/patent/US20140129239A1/en
US20140129242A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-08,2012-11-08,2014-05-08,,https://patents.google.com/patent/US20140129242A1/en
US20170172424A1,"Wearable Apparatus, System and Method for Detection of Cardiac Arrest and Alerting Emergency Response ","Eggers & Associates, Inc.","Philip E. Eggers, Eric A. Eggers, Andrew Eggers, Benjamin A. Bailey",2014-12-22,2016-05-18,2017-06-22,,https://patents.google.com/patent/US20170172424A1/en
US20150379301A1,Method and system for electronic content storage and retrieval using galois fields and geometric shapes on cloud computing networks ,"Stephen Lesavich, Zachary C. LESAVICH","Stephen Lesavich, Zachary C. LESAVICH",2011-04-29,2015-09-04,2015-12-31,,https://patents.google.com/patent/US20150379301A1/en
US20150179050A1,Wearable device assisting smart media application and vice versa ,"Invensense, Inc.","Karthik Katingari, Ardalan Heshmati",2013-12-20,2013-12-20,2015-06-25,,https://patents.google.com/patent/US20150179050A1/en
US20150366504A1,Electromyographic Clothing ,Medibotics Llc,Robert A. Connor,2014-06-20,2015-07-09,2015-12-24,,https://patents.google.com/patent/US20150366504A1/en
US20140257537A1,Fitness goal and guidance system ,Precor Incorporated,"Autumn L. Stroupe, Shay Cody, David W. Flynt, Joao Pedro Canhenha",2013-03-07,2013-03-07,2014-09-11,,https://patents.google.com/patent/US20140257537A1/en
US9693696B2,System with user-physiological data updates ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2014-08-07,2015-03-05,2017-07-04,2017-07-04,https://patents.google.com/patent/US9693696B2/en
US20160324478A1,"Biometric, physiological or environmental monitoring using a closed chamber ",Steven Wayne Goldstein,Steven Wayne Goldstein,2015-05-08,2016-05-09,2016-11-10,,https://patents.google.com/patent/US20160324478A1/en
US20170208370A1,Yield optimization of cross-screen advertising placement ,"Videoamp, Inc.","Debajyoti Ray, Ross McCray, David Gullo, Jay Prasad",2016-01-14,2017-01-13,2017-07-20,,https://patents.google.com/patent/US20170208370A1/en
US20170144671A1,System for monitoring and classifying vehicle operator behavior ,"Shalini MEMANI, Bhavna Shailendra DEPURA, Jamna Lal DEPURA","Shalini MEMANI, Bhavna Shailendra DEPURA, Jamna Lal DEPURA",2015-11-19,2015-11-19,2017-05-25,,https://patents.google.com/patent/US20170144671A1/en
US20170061213A1,Systems and methods for analyzing information collected by wearable systems ,Orcam Technologies Ltd.,"Yonatan Wexler, Amnon Shashua",2015-08-31,2016-08-31,2017-03-02,,https://patents.google.com/patent/US20170061213A1/en
US20170300946A1,Vector-based characterizations of products ,"Wal-Mart Stores, Inc.","Bruce W. Wilkinson, Brian G. McHale, Todd D. Mattingly",2016-04-15,2017-04-14,2017-10-19,,https://patents.google.com/patent/US20170300946A1/en
US20170215743A1,Wearable Device Heart Monitor Systems ,Motorola Mobility Llc,"Daniel J. Meer, Kent Allen Campbell, Brett Coakley, Eric J. Dayringer, Nicholas Alan Fraser, Thomas E. Gitzinger, Jaeshin Kim, Michael L. Neau, Mitul R. Patel",2015-12-29,2017-04-11,2017-08-03,,https://patents.google.com/patent/US20170215743A1/en
US20160247156A1,Secure transaction processing through wearable device ,Ebay Inc,"Michael Hwang, Michael Voege, Michael McKay",2015-02-20,2015-02-20,2016-08-25,,https://patents.google.com/patent/US20160247156A1/en
US20150120020A1,Wearable activity monitoring device secured by a wristband with an interchangeable section ,JayBird LLC,Judd Armstrong,2013-10-24,2014-01-06,2015-04-30,,https://patents.google.com/patent/US20150120020A1/en
US9460557B1,Systems and methods for footwear fitting ,"Bao Tran, Ha Tran","Bao Tran, Ha Tran",2016-03-07,2016-03-07,2016-10-04,2016-10-04,https://patents.google.com/patent/US9460557B1/en
US20160099613A1,System and method for providing health safety in a wireless power transmission system ,Energous Corporation,"Douglas Bell, Michael A. Leabman",2014-07-14,2014-12-29,2016-04-07,,https://patents.google.com/patent/US20160099613A1/en
US20170310800A1,Multifunctional wearable apparatus ,Giust Edward John,Giust Edward John,2016-04-25,2017-04-24,2017-10-26,,https://patents.google.com/patent/US20170310800A1/en
US20170076623A1,System and method for a comprehensive integrated education system ,"Edulock, Inc.","Patrick M Grimes, Linda S Grimes, Cody M Grimes",2013-03-10,2016-11-26,2017-03-16,,https://patents.google.com/patent/US20170076623A1/en
US20170153606A1,Systems and Methods for Operating an Energy-Efficient Display ,Vector Watch Srl,"Andrei Pitis, Iulian B. VLAD, Ioan DEACONU",2015-12-01,2015-12-01,2017-06-01,,https://patents.google.com/patent/US20170153606A1/en
US20120197093A1,Apparatus and methods for monitoring physiological data during environmental interference ,"Leboeuf Steven Francis, Jesse Berkley Tucker, Michael Edward Aumer, Eric Douglas Romesburg, Joseph Norman Morris","Steven Francis LeBoeuf, Jesse Berkley Tucker, Michael Edward Aumer, Eric Douglas Romesburg, Joseph Norman Morris",2011-01-27,2012-01-25,2012-08-02,,https://patents.google.com/patent/US20120197093A1/en
US20170287305A1,Adaptive client device notification system and methods ,Fawzan Alqudairi,Fawzan Alqudairi,2016-04-01,2016-04-01,2017-10-05,,https://patents.google.com/patent/US20170287305A1/en
US20170091420A1,Determination of nutritional factors ,Qualcomm Incorporated,"Matthew Christian Duggan, Michael William Paddon",2015-09-24,2015-09-24,2017-03-30,,https://patents.google.com/patent/US20170091420A1/en
US20170146385A1,Scale-based aggregation and communication of user data ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170146385A1/en
US20170126772A1,Streaming data on charts ,"Microsoft Technology Licensing, Llc","John Campbell, Jim Sun, Samuel C. Radakovitz, Matthew Hart Fichtner, Christian Canton",2015-11-02,2016-10-31,2017-05-04,,https://patents.google.com/patent/US20170126772A1/en
US20170213470A1,Cognitive System to Improve Athletic Performance with Motivation from Different Training Styles ,International Business Machines Corporation,"Benjamin D. Briggs, Lawrence A. Clevenger, Leigh Anne H. Clevenger, H. Connell II Jonathan, Nalini K. Ratha, Michael RIZZOLO",2016-01-27,2016-01-27,2017-07-27,,https://patents.google.com/patent/US20170213470A1/en
US20140107498A1,Wearable Apparatus and Associated Methods ,Nokia Corporation,"Chris Bower, Marc Bailey, Claudio Marinelli",2012-10-17,2012-10-17,2014-04-17,,https://patents.google.com/patent/US20140107498A1/en
US20170238819A1,System and method to determine blood pressure ,Garmin Switzerland Gmbh,"Alexander J. Waller, Sean Shin Yuan Yu, Jeffrey B. Wigh",2016-02-18,2017-02-16,2017-08-24,,https://patents.google.com/patent/US20170238819A1/en
US20150359457A1,Foot-mounted sensor systems for tracking body movement ,"Reflx Labs, Inc.","Tyler Blumenthal, Phillip Dewayne Bondurant, Vincent Fratello, Christian Robert Lentz, Giovanni Nino, Jose Torres, JR.",2012-12-17,2015-06-17,2015-12-17,,https://patents.google.com/patent/US20150359457A1/en
US20140330408A1,"System and method for collecting, analyzing and reporting fitness activity data ",David Rolley,David Rolley,2013-05-02,2014-05-02,2014-11-06,,https://patents.google.com/patent/US20140330408A1/en
US9432768B1,Beam forming for a wearable computer ,"Amazon Technologies, Inc.","Jeffrey Cornelius O'Neill, Amit Singh Chhetri, Philip Ryan Hilmes, Ramya Gopalan",2014-03-28,2014-03-28,2016-08-30,2016-08-30,https://patents.google.com/patent/US9432768B1/en
US20140125481A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-06,2012-11-06,2014-05-08,,https://patents.google.com/patent/US20140125481A1/en
US20160129298A1,Piece of fitness equipment ,Airpressure Bodyforming Gmbh,"Oliver Sekula, Hubert Greinwalder, Gert Rechenmacher",2013-01-31,2014-01-09,2016-05-12,,https://patents.google.com/patent/US20160129298A1/en
US20160063734A1,Automated Food Recognition and Nutritional Estimation With a Personal Mobile Electronic Device ,Sri International,"Ajay Divakaran, Weiyu Zhang, Qian Yu, Harpreet S. Sawhney",2014-09-03,2014-12-11,2016-03-03,,https://patents.google.com/patent/US20160063734A1/en
US9740844B1,Wireless wearable authenticators using attachment to confirm user possession ,EMC IP Holding Company LLC,"Kevin D. Bowers, Ari Juels, Ronald Rivest",2013-12-24,2013-12-24,2017-08-22,2017-08-22,https://patents.google.com/patent/US9740844B1/en
US20170126509A1,System for configuration and device connectivity based on user selection ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170126509A1/en
US20170039335A1,Nearest neighbor predictions for providing health insights ,"Microsoft Technology Licensing, Llc","Ansari Mohammed Ismail, Hadas Bitran, Royi Ronen, Ohad Jassin, Elad Yom-Tov, Andrew Lindsay Dumovic, Haithem Albadawi, Farah Shariff, Todd Holmdahl",2015-08-06,2015-12-02,2017-02-09,,https://patents.google.com/patent/US20170039335A1/en
US20170034666A1,Inferring Logical User Locations ,"Microsoft Technology Licensing, Llc","Ido Priness, Shira Weinberg, Dikla Dotan-Cohen, Assaf Avihoo",2015-07-28,2016-01-27,2017-02-02,,https://patents.google.com/patent/US20170034666A1/en
US20130171599A1,System and Method for Reliably Coordinating Musculoskeletal and Cardiovascular Hemodynamics ,"Pulson, Inc.","Jeffery Lee Bleich, Paul David Mannheimer, Jeffrey Lawrence Michels, Marc David Anker",2011-08-19,2012-08-17,2013-07-04,,https://patents.google.com/patent/US20130171599A1/en
US20160183869A1,Device and Method Of Controlling Wearable Device ,"Samsung Electronics Co., Ltd.","Ji-Heon OH, Nam-hoon Kim, Jae-Myeon Lee",2014-12-26,2015-12-28,2016-06-30,,https://patents.google.com/patent/US20160183869A1/en
US20170192494A1,Wearable interactive gaming device ,"Shobhit NIRANJAN, Rajat DHARIWAL","Shobhit NIRANJAN, Rajat DHARIWAL",2016-01-05,2016-01-05,2017-07-06,,https://patents.google.com/patent/US20170192494A1/en
US20150258415A1,Physiological rate coaching by modifying media content based on sensor data ,Aliphcom,"Mehul Trivedi, Jonathan Todd Witort, Vivek Agrawal, Austin Soldner",2014-03-14,2014-03-14,2015-09-17,,https://patents.google.com/patent/US20150258415A1/en
US20170202486A1,Wearable activity monitoring device and related method ,Suunto Oy,"Mikko Martikka, Erik Lindman",2014-07-11,2017-03-30,2017-07-20,,https://patents.google.com/patent/US20170202486A1/en
US20140308930A1,"Timely, glanceable information on a wearable device ",Bao Tran,Bao Tran,2013-04-12,2013-04-12,2014-10-16,,https://patents.google.com/patent/US20140308930A1/en
US20140351033A1,Systems and methods of incentivizing transactions ,"Kaacoo, Inc.",Lisa A. Azevedo,2013-05-24,2014-05-23,2014-11-27,,https://patents.google.com/patent/US20140351033A1/en
US9672482B2,System and method for automatic objective reporting via wearable sensors ,Palo Alto Research Center Incorporated,"Jonathan Rubin, Gregory Michael Youngblood, Ashwin Ram, Peter L. Pirolli, Jesse Vig, Shane P. Ahern, Lester D. Nelson",2014-06-11,2014-06-11,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672482B2/en
US20170189752A1,Methods and apparatus for power expenditure and technique determination during bipedal motion ,"Stryd, Inc.","Wyatt Mohrman, Kun Li, Gus PERNETZ, James Williamson, Li Shang, Robert P. Dick",2014-09-21,2017-03-20,2017-07-06,,https://patents.google.com/patent/US20170189752A1/en
US20140135592A1,Health band ,Dacadoo Ag,"Peter Ohnemus, Jesper Ohnemus, Andre Naef, David Leason",2012-11-13,2013-11-13,2014-05-15,,https://patents.google.com/patent/US20140135592A1/en
US20170286967A1,Wearable technology device-based behavioral analysis and heuristic feedback ,International Business Machines Corporation,"Peter A. Balinski, Sasikanth Eda, John G. Musial, Sandeep R. Patil, Todd R. Whitman",2016-04-05,2016-04-05,2017-10-05,,https://patents.google.com/patent/US20170286967A1/en
US20170034333A1,Exchanging contact information based on identifying social interaction ,Verizon Patent And Licensing Inc.,Karthik Vishwanath,2015-07-28,2015-07-28,2017-02-02,,https://patents.google.com/patent/US20170034333A1/en
US20160267238A1,Systems and Methods for Facilitating Health Research ,Apple Inc.,Divya NAG,2014-05-30,2016-02-09,2016-09-15,,https://patents.google.com/patent/US20160267238A1/en
US20170143267A1,User-specific scale-based enterprise methods and systems ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170143267A1/en
US20150374267A1,Automatic reset of physical performance information ,Garmin Switzerland Gmbh,Daniel B. Laughlin,2014-06-30,2015-06-26,2015-12-31,,https://patents.google.com/patent/US20150374267A1/en
US20140276244A1,Lifestyle Management System ,"MDMBA Consulting, LLC",Royan Kamyar,2013-03-13,2014-03-12,2014-09-18,,https://patents.google.com/patent/US20140276244A1/en
US20170143268A1,Aggregation and analysis of scale-based user data and remote user-physiologic device-based user data ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170143268A1/en
US20140070957A1,Wearable communication platform ,"Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti","Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti",2012-09-11,2013-09-11,2014-03-13,,https://patents.google.com/patent/US20140070957A1/en
US9277791B2,Adjustable band mechanism ,"Microsoft Technology Licensing, Llc","Kok Liang Yue, Stephen John Minarsch, Byung Joo Cho, Scott F. Williams, Jason Lin, Gregory Kim Justice, Thomas E. McCue, Jr., Scott Dallmeyer, Mark Shintaro Ando, Quintin Morris",2014-07-21,2015-01-07,2016-03-08,2016-03-08,https://patents.google.com/patent/US9277791B2/en
US20170274906A1,Vehicle driver monitoring system ,Magna Electronics Inc.,"Hasib HASSAN, Sylvie Wacquant, Heinz B. Seifert",2016-03-23,2017-03-20,2017-09-28,,https://patents.google.com/patent/US20170274906A1/en
US20160295010A1,Methods and Systems of Allocating Application Functions to Motion-Correlated Devices ,"Qualcomm Mems Technologies, Inc.",Brian Frederick MILLER,2015-04-03,2015-04-03,2016-10-06,,https://patents.google.com/patent/US20160295010A1/en
US20140206289A1,Data-capable band management in an integrated application and network communication data environment ,Aliphcom,"Hosain Sadequr Rahman, Richard Lee Drysdale, Michael Edward Smith Luna, Scott Fullam, Travis Austin Bogard, Jeremiah Robison, Everett Utter II Max, Thomas Alan Donaldson, Raymond A. Martino",2011-06-10,2013-10-27,2014-07-24,,https://patents.google.com/patent/US20140206289A1/en
US20160299978A1,Device dependent search experience ,Google Inc.,Unni Krishnan Narayanan,2015-04-13,2015-04-13,2016-10-13,,https://patents.google.com/patent/US20160299978A1/en
US20160095060A1,METHOD AND APPARATUS FOR POWER OPTIMIZED IoT COMMUNICATION ,Intel Corporation,"Parmoon Seddighrad, Ashoke Ravi, Georgios Palaskas, Per Hammarlund",2014-09-26,2014-09-26,2016-03-31,,https://patents.google.com/patent/US20160095060A1/en
US20160338626A1,Salivary biosensors and biofuel cells ,The Regents Of The University Of California,"Joseph Wang, Patrick Mercier",2014-01-21,2015-01-21,2016-11-24,,https://patents.google.com/patent/US20160338626A1/en
US20140129007A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-06,2012-11-06,2014-05-08,,https://patents.google.com/patent/US20140129007A1/en
US20140129008A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-06,2012-11-06,2014-05-08,,https://patents.google.com/patent/US20140129008A1/en
US20150164349A1,Methods and systems for arrhythmia tracking and scoring ,"Alivecor, Inc.","Ravi Gopalakrishnan, Lev Korzinov, Fei Wang, Euan Thomson, Nupur SRIVASTAVA, Omar DAWOOD, Iman ABUZEID, David E. Albert",2013-12-12,2014-12-12,2015-06-18,,https://patents.google.com/patent/US20150164349A1/en
US20150309563A1,"Motion Recognition Clothing [TM] with Flexible Electromagnetic, Light, or Sonic Energy Pathways ",Medibotics Llc,Robert A. Connor,2013-09-17,2015-03-21,2015-10-29,,https://patents.google.com/patent/US20150309563A1/en
US20140370959A1,"Location, age and identity verification for mobile gaming ","Elottery, Inc.",Michael W. Yacenda,2011-09-16,2014-08-27,2014-12-18,,https://patents.google.com/patent/US20140370959A1/en
US20170146389A1,Scale-based biometric authorization of multiple communication modes of the scale ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170146389A1/en
US20170277506A1,Adjusting volume settings based on proximity and activity data ,Lenovo (Singapore) Pte. Ltd.,"Russell Speight VanBlon, John Carl Mese, Nathan J. Peterson, Arnold S. Weksler",2016-03-24,2016-03-24,2017-09-28,,https://patents.google.com/patent/US20170277506A1/en
US20170123778A1,System for discovery of software operable on a device ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170123778A1/en
US20170126688A1,System for discovery of devices and connections associated with a device ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170126688A1/en
US20170311883A1,Cardio-respiratory fitness assessment ,Koninklijke Philips N.V.,"Gabriele Papini, Francesco Sartor, Alberto Giovanni Bonomi",2014-11-14,2015-11-11,2017-11-02,,https://patents.google.com/patent/US20170311883A1/en
US20170224070A1,Insertable accessories for providing enhanced personalization of wrist-wearable devices ,Lucy Simones,Lucy Simones,2016-02-07,2016-02-07,2017-08-10,,https://patents.google.com/patent/US20170224070A1/en
US9407755B1,Mobile communication devices collaborative power management ,Sprint Communications Company L.P.,"Gary Duane Koller, Mark Douglas Peden, Raymond E. Reeves, Simon Youngs",2015-02-11,2015-02-11,2016-08-02,2016-08-02,https://patents.google.com/patent/US9407755B1/en
US20170123599A1,Application connectivity for aggregation ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170123599A1/en
US20170123602A1,Active selection configuration system with suggested actions ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170123602A1/en
US20160184638A1,Fitness transmission device and information processing method ,"Compal Electronics, Inc.","Yu-Wen Liu, Hsien-Tang Liao, Yi-Ju Liao, Chuang-Yueh Chen, I-Nan Liao, Nan-Ting Chen, Shih-Cheng Chou, Sheng-Hung Lee, Hao-Ying Chang",2014-12-25,2015-12-27,2016-06-30,,https://patents.google.com/patent/US20160184638A1/en
US20170126510A1,System for active configuration of devices based on user selection ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170126510A1/en
US20170126749A1,"System for configuration, device connectivity and device control based on user selection ",Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170126749A1/en
US20170123600A1,Application connectivity for aggregation and for use in data filtering ,Bank Of America Corporation,"Alicia C. Jones-McFadden, Caitlin Chrisman Bullock, Matthew Hsieh, Jaydev Ajit Kumar, Yaakov Lyubetsky, Yun Suk Paik, Heng Xu, Jimin Zheng",2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170123600A1/en
US20170148240A1,Scale-based biometric authorization of communication between scale and a remote user-physiologic device ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170148240A1/en
US20170156540A1,"System, method, and apparatus for dispensing variable quantities of additives and controlling characteristics thereof in a consumable ","LifeFuels, Inc.","Maxim D. WHEATLEY, David J. Wheatley, Jonathon E. PERRELLI, Todd Metlen, Connor J. BACON",2015-06-11,2016-06-10,2017-06-08,,https://patents.google.com/patent/US20170156540A1/en
US20170249417A1,"System, Method and Device for Designing, Manufacturing, and Monitoring Custom Human-Interfacing Devices ","JumpStartCSR, Inc.","George John Gosieski, JR., George Jeongsoo Gosieski, Aaron Zev Lichtner",2016-02-29,2016-02-29,2017-08-31,,https://patents.google.com/patent/US20170249417A1/en
US20160094936A1,Context-based management of wearable computing devices ,"Xue Yang, Steven T. Holmes","Xue Yang, Steven T. Holmes",2014-09-25,2014-09-25,2016-03-31,,https://patents.google.com/patent/US20160094936A1/en
US20160143582A1,Wearable Food Consumption Monitor ,Medibotics Llc,Robert A. Connor,2014-11-22,2014-11-22,2016-05-26,,https://patents.google.com/patent/US20160143582A1/en
US20160015275A1,Methods and systems for reducing energy consumption of a heart rate monitor ,Qualcomm Incorporated,"Ramin Samadani, Radu Pitigoi-Aron, Justin Patrick MCGLOIN",2014-07-16,2014-07-16,2016-01-21,,https://patents.google.com/patent/US20160015275A1/en
US20170133953A1,"Low frequency dual mode energy harvesting methods, systems, and portable devices ",TekCapital LLC,"Clifford M. Gross, Michael Kayat",2015-11-05,2015-11-05,2017-05-11,,https://patents.google.com/patent/US20170133953A1/en
US20150120017A1,System and method for identifying fitness cycles ,JayBird LLC,"Ben Wisbey, David Shepherd",2013-10-24,2013-12-24,2015-04-30,,https://patents.google.com/patent/US20150120017A1/en
US20170146388A1,Scale-based user-physiological data hierarchy service apparatuses and methods ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170146388A1/en
