search URL:,https://patents.google.com/?q=autonomous+vehicle&country=US&after=priority:20120101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20140307247A1,Methods and Systems for Detecting Weather Conditions Including Wet Surfaces Using Vehicle Onboard Sensors ,Google Inc.,"Jiajun Zhu, Dmitri Dolgov, Dave Ferguson",2013-04-11,2013-04-11,2014-10-16,,https://patents.google.com/patent/US20140307247A1/en
US9188985B1,Suggesting a route based on desired amount of driver interaction ,Google Inc.,"Nicholas Kenneth Hobbs, Lawrence Burns, Brian Cullinane",2012-09-28,2012-09-28,2015-11-17,2015-11-17,https://patents.google.com/patent/US9188985B1/en
US20160139594A1,Remote operation of autonomous vehicle in unexpected environment ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Bunyo Okumura, Danil V. Prokhorov",2014-11-13,2014-11-13,2016-05-19,,https://patents.google.com/patent/US20160139594A1/en
US9056676B1,Systems and methods for UAV docking ,"SZ DJI Technology Co., Ltd",Mingyu Wang,2014-05-30,2014-06-10,2015-06-16,2015-06-16,https://patents.google.com/patent/US9056676B1/en
US8831813B1,Modifying speed of an autonomous vehicle based on traffic conditions ,Google Inc.,"David I. Ferguson, Dmitri A. Dolgov",2012-09-24,2012-09-24,2014-09-09,2014-09-09,https://patents.google.com/patent/US8831813B1/en
US20140319272A1,Device and method for use with unmanned aerial vehicles ,The Boeing Company,"Enrique Juan Casado Magaña, David Esteban-Campillo, David Scarlatti Jiménez, Ivan Maza, Fernando Caballero",2013-04-29,2014-04-29,2014-10-30,,https://patents.google.com/patent/US20140319272A1/en
US8504233B1,Safely navigating on roads through maintaining safe distance from other vehicles ,Google Inc.,"David I. Ferguson, Dmitri Dolgov",2012-04-27,2012-04-27,2013-08-06,2013-08-06,https://patents.google.com/patent/US8504233B1/en
US9260244B1,Wireless visualization interface for autonomous ground vehicle signal coverage ,"Amazon Technologies, Inc.",Jonathan Cohn,2014-09-25,2014-09-25,2016-02-16,2016-02-16,https://patents.google.com/patent/US9260244B1/en
US20140088814A1,Driving control exchanging system and method for autonomous vehicle ,Hyundai Motor Company,"Byung Yong YOU, Young Chul Oh",2012-09-24,2012-12-04,2014-03-27,,https://patents.google.com/patent/US20140088814A1/en
US20130253754A1,Robust Method for Detecting Traffic Signals and their Associated States ,Google Inc.,"David I. Ferguson, Nathaniel Fairfield, Anthony Levandowski",2012-03-26,2012-03-26,2013-09-26,,https://patents.google.com/patent/US20130253754A1/en
US20150370251A1,Method and system for drone deliveries to vehicles in route ,"Hti, Ip, L.L.C.","Robert S. Siegel, Stephen Christopher Welch, James Ronald Barfield, JR.",2014-06-20,2014-06-20,2015-12-24,,https://patents.google.com/patent/US20150370251A1/en
US20160247109A1,Systems and Methods for Vehicle Resource Management ,Addison Lee Limited,"Larry Scicluna, Andrey Glaschenko",2015-02-24,2016-02-24,2016-08-25,,https://patents.google.com/patent/US20160247109A1/en
US8838321B1,Modifying a vehicle state based on the presence of a special-purpose vehicle ,Google Inc.,David I. Ferguson,2012-11-15,2012-11-15,2014-09-16,2014-09-16,https://patents.google.com/patent/US8838321B1/en
US20130304279A1,Efficient intersection autonomous driving protocol ,"Carnegie Mellon University, GM Global Technology Operations LLC","Upali Priyantha Mudalige, Ragunathan Rajkumar, Seyed Reza Azimi, Gaurav Bhatia",2012-05-10,2012-05-10,2013-11-14,,https://patents.google.com/patent/US20130304279A1/en
US20140018979A1,Autonomous airspace flight planning and virtual airspace containment system ,Honeywell International Inc.,"Emray R. Goossen, Katherine Goossen, Scott H. Lafler",2012-07-13,2013-06-12,2014-01-16,,https://patents.google.com/patent/US20140018979A1/en
US9008890B1,Augmented trajectories for autonomous vehicles ,Google Inc.,"Joshua Seth Herbach, Nathaniel Fairfield, Dmitri Dolgov, Peter Colijn, Andrew Chatham",2013-03-15,2013-03-15,2015-04-14,2015-04-14,https://patents.google.com/patent/US9008890B1/en
US20160358477A1,Smart vehicle ,Arafat M.A. ANSARI,Arafat M.A. ANSARI,2015-06-05,2015-06-05,2016-12-08,,https://patents.google.com/patent/US20160358477A1/en
US20150091374A1,Contactless Electrical Coupling for a Rotatable LIDAR Device ,Google Inc.,"Samuel William Lenius, Pierre-Yves Droz",2013-09-30,2013-09-30,2015-04-02,,https://patents.google.com/patent/US20150091374A1/en
US20160280267A1,Steering angle control for multiple features ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Darrel Alan Recker, Kirt L. Eschtruth, Bradley G. Hochrein, William James Bouse",2015-03-25,2015-03-25,2016-09-29,,https://patents.google.com/patent/US20160280267A1/en
US20150336524A1,Devices and Methods for an Energy-Absorbing End of a Vehicle ,Google Inc.,"Daniel Lynn Larner, Alex Khaykin, Thomas Daniel, Felix Jose Alvarez Rivera",2014-05-23,2014-05-23,2015-11-26,,https://patents.google.com/patent/US20150336524A1/en
US20160070265A1,Multi-sensor environmental mapping ,"SZ DJI Technology Co., Ltd","Ang Liu, Weiyu Mo, Yonggen Ling",2014-09-05,2015-07-30,2016-03-10,,https://patents.google.com/patent/US20160070265A1/en
US20150166059A1,Autonomous vehicle driving support system and autonomous driving method performed by the same ,Automotive Research & Testing Center,Ming-Kuan Ko,2013-12-18,2013-12-18,2015-06-18,,https://patents.google.com/patent/US20150166059A1/en
US20130289858A1,Method for controlling and communicating with a swarm of autonomous vehicles using one-touch or one-click gestures from a mobile platform ,"Alain Anthony Mangiat, Unnikrishna Sreedharan Pillai, Jonathan Sheldon Kupferstein","Alain Anthony Mangiat, Unnikrishna Sreedharan Pillai, Jonathan Sheldon Kupferstein",2012-04-25,2012-04-25,2013-10-31,,https://patents.google.com/patent/US20130289858A1/en
US9346560B2,Systems and methods for UAV battery exchange ,"SZ DJI Technology Co., Ltd.",Mingxi Wang,2014-08-08,2015-08-21,2016-05-24,2016-05-24,https://patents.google.com/patent/US9346560B2/en
US20140244096A1,Apparatus and method for cooperative autonomous driving between vehicle and driver ,Electronics And Telecommunications Research Institute,"Kyoung-Hwan AN, Woo-Yong Han",2013-02-27,2013-09-11,2014-08-28,,https://patents.google.com/patent/US20140244096A1/en
US20150166069A1,Autonomous driving style learning ,"Ford Global Technologies, Llc","Gerald H. Engelman, Alex Maurice Miller, Thomas Edward Pilutti, Matt Y. Rupp, Richard Lee Stephenson, Levasseur Tellis, Roger Arnold Trombley, Andrew Waldis, Timothy D. Zwicky",2013-12-18,2013-12-18,2015-06-18,,https://patents.google.com/patent/US20150166069A1/en
US9321531B1,Bystander interaction during delivery from aerial vehicle ,Google Inc.,"Leila Takayama, Matthew Ball, Joanna Cohen, Roger William Graves, Mathias Samuel Fleck, Andrew Lambert, James Ryan Burgess, Paul Richard Komarek, Trevor SHANNON",2014-07-08,2014-07-08,2016-04-26,2016-04-26,https://patents.google.com/patent/US9321531B1/en
US20150149022A1,Methods for dense parking of remotely controlled or autonomous vehicles ,Thomas Danaher Harvey,Thomas Danaher Harvey,2015-02-01,2015-02-01,2015-05-28,,https://patents.google.com/patent/US20150149022A1/en
US20150350614A1,Apparatus and methods for tracking using aerial video ,Brain Corporation,"Philip Meier, Heathcliff Hatcher, Marius Buibas",2012-08-31,2014-07-15,2015-12-03,,https://patents.google.com/patent/US20150350614A1/en
US20150120094A1,Unmanned aerial vehicle delivery system ,"Amazon Technologies, Inc.","Gur Kimchi, Daniel Buchmueller, Scott A. Green, Brian C. Beckman, Scott Isaacs, Amir Navot, Fabian Hensel, Avi Bar-Zeev, Severan Sylvain Jean-Michel Rault",2013-10-26,2014-09-30,2015-04-30,,https://patents.google.com/patent/US20150120094A1/en
US20140032093A1,Collision detection system with a plausibiity module ,"Ford Global Technologies, Llc",Aaron L. Mills,2012-07-30,2012-08-29,2014-01-30,,https://patents.google.com/patent/US20140032093A1/en
US20140032049A1,Steering Assist in Driver Initiated Collision Avoidance Maneuver ,GM Global Technology Operations LLC,"Nikolai K. Moshchuk, Shih-Ken Chen, Chad T. Zagorski, Aamrapali Chatterjee",2012-07-24,2012-07-24,2014-01-30,,https://patents.google.com/patent/US20140032049A1/en
US20160068103A1,Management of driver and vehicle modes for semi-autonomous driving systems ,"Toyota Motor Engineering & Manufacturing North America, Inc.","John Michael McNew, Vladimeros Vladimerou",2014-09-04,2014-09-04,2016-03-10,,https://patents.google.com/patent/US20160068103A1/en
US20150304869A1,"System, apparatus, and method for the measurement, collection, and analysis of radio signals utilizing unmanned aerial vehicles ","Pc-Tel, Inc.","Brandon Johnson, James Zik, Atsushi Satoh, Buchanan Blake, Martin H. Singer",2014-04-22,2015-04-17,2015-10-22,,https://patents.google.com/patent/US20150304869A1/en
US8761991B1,Use of uncertainty regarding observations of traffic intersections to modify behavior of a vehicle ,Google Inc.,"David I. Ferguson, Nathaniel Fairfield",2012-04-09,2012-04-09,2014-06-24,2014-06-24,https://patents.google.com/patent/US8761991B1/en
US20130190985A1,Lane departure control system ,Denso Corporation,"Takahito Nakano, Junpei Tatsukawa",2012-01-25,2013-01-22,2013-07-25,,https://patents.google.com/patent/US20130190985A1/en
US20140374532A1,Modular Vehicle Lift System ,The Boeing Company,"Michael J. Duffy, Scott H. Bouwer, John J. Mattero",2013-06-24,2013-06-24,2014-12-25,,https://patents.google.com/patent/US20140374532A1/en
US20140210646A1,Advanced parking and intersection management system ,Balu Subramanya,Balu Subramanya,2012-12-28,2014-03-14,2014-07-31,,https://patents.google.com/patent/US20140210646A1/en
US9395727B1,Single layer shared aperture beam forming network ,Google Inc.,"Russell Smith, Jamal Izadian",2013-03-22,2013-03-22,2016-07-19,2016-07-19,https://patents.google.com/patent/US9395727B1/en
US20160196756A1,Piggybacking Unmanned Aerial Vehicle ,Qualcomm Incorporated,"Arjun Prakash, Marcelo CERIBELLI",2014-08-05,2015-08-04,2016-07-07,,https://patents.google.com/patent/US20160196756A1/en
US20130314503A1,Vehicle vision system with front and rear camera integration ,Magna Electronics Inc.,"Axel Nix, Joern Ihlenburg, Nazar F. Bally, Duane W. Gebauer",2012-05-18,2013-05-15,2013-11-28,,https://patents.google.com/patent/US20130314503A1/en
US20130179382A1,Vehicle with computing means for monitoring and predicting traffic participant objects ,Honda Research Institute Europe Gmbh,"Jan FRITSCH, Martin Butz, Andreas ALIN",2012-01-11,2013-01-07,2013-07-11,,https://patents.google.com/patent/US20130179382A1/en
US20140032012A1,Tracking on-road vehicles with sensors of different modalities ,Toyota Motor Eng. & Mftg. North America,"Avdhut S. JOSHI, Michael R. James, Michael E. Samples",2012-07-24,2012-07-24,2014-01-30,,https://patents.google.com/patent/US20140032012A1/en
US20160334797A1,Selecting vehicle type for providing transport ,"Uber Technologies, Inc.","William Ross, John Bares, David LaRose, Matthew Sweeney",2015-05-13,2015-05-13,2016-11-17,,https://patents.google.com/patent/US20160334797A1/en
US9355423B1,Reward system related to a vehicle-to-vehicle communication system ,Allstate Insurance Company,Mark V. Slusar,2014-01-24,2014-01-24,2016-05-31,2016-05-31,https://patents.google.com/patent/US9355423B1/en
US20130325242A1,Robotic platform and method for performing multiple functions in agricultural systems ,Rowbot Systems Llc,"Kent Cavender-Bares, Charles C. Bares",2012-06-01,2013-03-15,2013-12-05,,https://patents.google.com/patent/US20130325242A1/en
US20140379247A1,Use of Environmental Information to aid Image Processing for Autonomous Vehicles ,Google Inc.,"David I. Ferguson, Wan-Yen Lo",2013-06-24,2013-06-24,2014-12-25,,https://patents.google.com/patent/US20140379247A1/en
US8983705B2,Methods and systems for detecting weather conditions including fog using vehicle onboard sensors ,Google Inc.,"Jiajun Zhu, Dmitri Dolgov, Dave Ferguson",2013-04-30,2013-04-30,2015-03-17,2015-03-17,https://patents.google.com/patent/US8983705B2/en
US20150309512A1,Regional operation modes for autonomous vehicles ,Lenovo Enterprise Solutions (Singapore) Pte. Ltd.,"Gary D. Cudak, Christopher J. Hardee, Adam Roberts, Adrian X. Rodriguez",2014-04-24,2014-04-24,2015-10-29,,https://patents.google.com/patent/US20150309512A1/en
US20150346722A1,Virtual and Augmented Reality Cockpit and Operational Control Systems ,"Recreational Drone Event Systems, Llc","Steven D. Herz, Alfred N. Kovalik",2014-05-27,2015-05-26,2015-12-03,,https://patents.google.com/patent/US20150346722A1/en
US8880273B1,System and method for determining position and distance of objects using road fiducials ,Google Inc.,Andrew Hughes Chatham,2013-01-16,2013-01-16,2014-11-04,2014-11-04,https://patents.google.com/patent/US8880273B1/en
US20140081505A1,Autonomous vehicle and method for coordinating the paths of multiple autonomous vehicles ,Proxy Technologies Inc.,"John Solomon Klinger, Robert F. Davis",2012-03-09,2012-12-21,2014-03-20,,https://patents.google.com/patent/US20140081505A1/en
US9081385B1,Lane boundary detection using images ,Google Inc.,"David Ian Ferguson, Turgay Senlet",2012-12-21,2012-12-21,2015-07-14,2015-07-14,https://patents.google.com/patent/US9081385B1/en
US8996228B1,Construction zone object detection using light detection and ranging ,Google Inc.,"David Ian Ferguson, Dirk Haehnel, Ian Mahon",2012-09-05,2012-09-05,2015-03-31,2015-03-31,https://patents.google.com/patent/US8996228B1/en
US20140207535A1,Method and system for remote control of motor vehicles ,"Ford Global Technologies, Llc","Frederic Stefan, Uwe Gussen, Christoph Arndt, Rainer Busch",2013-01-24,2014-01-23,2014-07-24,,https://patents.google.com/patent/US20140207535A1/en
US20150149018A1,Wearable computer in an autonomous vehicle ,"Ford Global Technologies, Llc","Christopher Attard, Shane Elwart, Jeff Allen Greenberg, Rajit Johri, John P. Joyce, Devinder Singh Kochhar, Thomas Edward Pilutti, Douglas Scott Rhode, Matt Y. Rupp, John Shutko, Roger Arnold Trombley, Hongtei Eric Tseng, Andrew Waldis",2013-11-22,2013-11-22,2015-05-28,,https://patents.google.com/patent/US20150149018A1/en
US20160209220A1,Method and system for anticipatory deployment of autonomously controlled vehicles ,"Tribal Rides, Inc.",Kurt R. Laetz,2014-01-21,2015-01-20,2016-07-21,,https://patents.google.com/patent/US20160209220A1/en
US20130297195A1,Autonomous vehicle positioning system for misbehavior detection ,GM Global Technology Operations LLC,"Sushanta Das, Mounita Saha",2012-05-03,2012-06-19,2013-11-07,,https://patents.google.com/patent/US20130297195A1/en
US9164511B1,Use of detected objects for image processing ,Google Inc.,"Dave Ferguson, Abhijit Ogale",2013-04-17,2013-04-17,2015-10-20,2015-10-20,https://patents.google.com/patent/US9164511B1/en
US8768539B1,Automatic device mode based on physical location or user in a vehicle ,Google Inc.,"Manuel Christian Clement, Robertus Christianus Elisabeth Mariet",2012-09-28,2012-09-28,2014-07-01,2014-07-01,https://patents.google.com/patent/US8768539B1/en
US20150284010A1,Shared control of semi-autonomous vehicles including collision avoidance in multi-agent scenarios ,"Disney Enterprises, Inc.","Paul A. Beardsley, Scott Frazier Watson, Javier Alonso-Mora",2013-09-16,2014-08-12,2015-10-08,,https://patents.google.com/patent/US20150284010A1/en
US20150242953A1,Systems and methods for generating data that is representative of an insurance policy for an autonomous vehicle ,State Farm Mutual Automobile Insurance Company,Jerry Brett Suiter,2014-02-25,2014-02-25,2015-08-27,,https://patents.google.com/patent/US20150242953A1/en
US20150100179A1,System and method for dynamic in-vehicle virtual reality ,"Honda Motor Co., Ltd.","Arthur Alaniz, Joseph Whinnery, Robert Wesley Murrish, Michael Eamonn Gleeson-May",2013-10-03,2014-11-14,2015-04-09,,https://patents.google.com/patent/US20150100179A1/en
US20160153778A1,Trailer parameter identification system ,Jaguar Land Rover Limited,"Harpreet Singh, Andrew Bradley",2013-07-04,2014-07-03,2016-06-02,,https://patents.google.com/patent/US20160153778A1/en
US8571743B1,Control of vehicles based on auditory signals ,Google Inc.,Brian Cullinane,2012-04-09,2012-04-09,2013-10-29,2013-10-29,https://patents.google.com/patent/US8571743B1/en
US9274525B1,Detecting sensor degradation by actively controlling an autonomous vehicle ,Google Inc.,"David I. Ferguson, Jiajun Zhu",2012-09-28,2012-09-28,2016-03-01,2016-03-01,https://patents.google.com/patent/US9274525B1/en
US20130325202A1,Neuro-cognitive driver state processing ,GM Global Technology Operations LLC,"Michael D. Howard, Rajan Bhattacharyya, Michael J. Daily",2012-06-01,2012-06-01,2013-12-05,,https://patents.google.com/patent/US20130325202A1/en
US8983693B2,Guidance apparatus of unmanned autonomous operating vehicle ,"Honda Motor Co., Ltd.","Makoto Yamamura, Toshiaki Kawakami, Atsushi Moroi, Kenta Kawanishi",2012-02-10,2013-02-07,2015-03-17,2015-03-17,https://patents.google.com/patent/US8983693B2/en
US20160116293A1,System and Method to Provide Valet Instructions for a Self-Driving Vehicle ,"Myine Electronics, Inc.","Joey Ray Grover, Scott Smereka, Joel J. Fischer",2014-10-22,2014-10-22,2016-04-28,,https://patents.google.com/patent/US20160116293A1/en
US20130211647A1,Arrangement of area wire for unmanned autonomous operating vehicle and control apparatus of the same ,"Honda Motor Co., Ltd.","Makoto Yamamura, Toshiaki Kawakami, Nobuyuki Habuka",2012-02-10,2013-02-07,2013-08-15,,https://patents.google.com/patent/US20130211647A1/en
